;Name;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
125;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
126;Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo;0.28;1.39;0.68;0.32;2.67;83.0;58.0;8.7;52.0;Level 5;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
127;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;0.78;0.73;0.89;0.23;2.63;79.0;53.0;6.6;707.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
128;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61;71.0;16.0;7.6;49.0;Electronic Arts;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
130;God of War Collection;PS3;2009;Action;Sony Computer Entertainment;1.7;0.44;0.06;0.4;2.6;91.0;50.0;8.7;529.0;Bluepoint Games;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
131;NBA Live 2005;PS2;2004;Sports;Electronic Arts;2.03;0.21;0.0;0.35;2.59;84.0;21.0;8.1;44.0;EA Canada;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
132;Sonic Adventure 2 Battle;GC;2001;Platform;Sega;1.7;0.59;0.21;0.07;2.56;73.0;28.0;8.3;179.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
136;Pure;X360;2008;Racing;Disney Interactive Studios;1.38;0.84;0.0;0.25;2.47;85.0;55.0;7.7;83.0;Black Rock Studio;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
137;Saints Row: The Third;X360;2011;Action;THQ;1.25;1.14;0.07;0.3;2.76;84.0;70.0;7.6;490.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
141;Half-Life 2;PC;2004;Shooter;Vivendi Games;2.28;0.02;0.08;0.0;2.37;96.0;81.0;9.1;8665.0;Valve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
142;The Incredibles;PS2;2004;Action;THQ;0.96;1.08;0.04;0.3;2.37;62.0;36.0;7.6;22.0;Heavy Iron Studios;T;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
143;Kinect Sports: Season Two;X360;2011;Sports;Microsoft Game Studios;1.38;0.72;0.02;0.22;2.34;66.0;46.0;6.5;39.0;Rare Ltd., BigPark;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
145;James Bond 007: Everything or Nothing;PS2;2004;Shooter;Electronic Arts;0.85;1.06;0.09;0.32;2.31;84.0;42.0;9.1;51.0;EA Redwood Shores;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
146;Sonic's Ultimate Genesis Collection;PS3;2009;Misc;Sega;1.34;0.6;0.0;0.31;2.26;80.0;35.0;8.6;43.0;Backbone Entertainment;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
147;Onimusha 2: Samurai's Destiny;PS2;2002;Adventure;Capcom;0.62;0.44;1.06;0.13;2.25;84.0;31.0;9.0;52.0;Capcom;M;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
148;God of War: Ascension;PS3;2013;Action;Sony Computer Entertainment;1.23;0.63;0.04;0.35;2.25;80.0;89.0;7.5;914.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
149;Sonic Advance;GBA;2001;Platform;Sega;1.19;0.71;0.22;0.13;2.24;87.0;22.0;8.1;48.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
150;Super Monkey Ball: Banana Blitz;Wii;2006;Misc;Sega;1.05;0.91;0.04;0.24;2.24;74.0;53.0;5.7;72.0;Sega;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ET
151;Spyro: Season of Ice;GBA;2001;Platform;Vivendi Games;1.29;0.83;0.0;0.11;2.23;74.0;16.0;8.0;13.0;Digital Eclipse;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
152;Dissidia: Final Fantasy;PSP;2008;Fighting;Square Enix;0.51;0.5;0.91;0.31;2.23;79.0;61.0;8.0;139.0;Square Enix;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;T
153;Borderlands 2;X360;2012;Shooter;Take-Two Interactive;1.89;0.88;0.04;0.25;3.05;89.0;59.0;8.2;892.0;Gearbox Software;M;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;M
154;Prince of Persia: The Sands of Time;PS2;2003;Action;Ubisoft;0.88;1.03;0.0;0.31;2.22;92.0;44.0;8.8;204.0;Ubisoft;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;T
155;LEGO Marvel Super Heroes;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.79;0.0;0.19;2.22;80.0;37.0;7.6;127.0;TT Games;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
157;Tom Clancy's Rainbow Six: Siege;PS4;2015;Shooter;Ubisoft;0.55;1.19;0.14;0.33;2.21;73.0;40.0;7.3;480.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
158;Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;1.05;1.23;0.03;0.47;2.78;89.0;59.0;7.2;301.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;ET
159;Saints Row;X360;2006;Action;THQ;1.17;0.77;0.02;0.22;2.18;81.0;74.0;7.5;211.0;Volition Inc.;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;M
161;Tom Clancy's The Division;PS4;2016;Shooter;Ubisoft;1.35;1.7;0.15;0.6;3.8;80.0;64.0;7.0;2219.0;Massive Entertainment;M;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
162;Final Fantasy XIII;PS3;2009;Role-Playing;Square Enix;1.74;1.21;1.87;0.51;5.33;83.0;83.0;7.3;2483.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
163;Scribblenauts;DS;2009;Puzzle;Warner Bros. Interactive Entertainment;1.67;0.3;0.02;0.18;2.16;79.0;72.0;7.6;110.0;5TH Cell;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
164;Sonic Unleashed;Wii;2008;Platform;Sega;1.26;0.67;0.02;0.21;2.16;66.0;30.0;7.3;136.0;Sonic Team;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
166;Overwatch;PS4;2016;Shooter;Activision;0.81;0.85;0.15;0.33;2.14;90.0;31.0;6.1;1358.0;Blizzard Entertainment;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
168;Your Shape featuring Jenny McCarthy;Wii;2009;Sports;Ubisoft;1.49;0.46;0.0;0.18;2.12;62.0;5.0;5.2;54.0;Ubisoft;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
170;Tony Hawk's Pro Skater;PS;1999;Sports;Activision;3.42;1.38;0.02;0.2;5.02;92.0;18.0;9.2;69.0;Neversoft Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
171;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
172;Borderlands;X360;2009;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84.0;83.0;8.2;715.0;Gearbox Software;M;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;M
173;Dying Light;PS4;2015;Action;Warner Bros. Interactive Entertainment;0.96;0.67;0.12;0.34;2.09;74.0;58.0;7.9;1287.0;Techland;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
174;Dead Rising;X360;2006;Action;Capcom;1.16;0.64;0.08;0.2;2.08;85.0;82.0;7.6;520.0;Capcom;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
175;The Incredibles;PS2;2004;Action;THQ;0.96;1.08;0.04;0.3;2.37;62.0;36.0;7.6;22.0;Heavy Iron Studios;T;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
176;Sonic Mega Collection;GC;2002;Misc;Infogrames;1.47;0.48;0.05;0.06;2.05;75.0;26.0;8.8;41.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
177;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft;0.71;1.02;0.0;0.31;2.04;82.0;41.0;8.2;68.0;Ubisoft Montpellier;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
178;Carnival Games;Wii;2007;Misc;Take-Two Interactive;2.12;1.47;0.05;0.42;4.05;56.0;27.0;6.0;44.0;Cat Daddy Games;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
179;NBA Live 2004;PS2;2003;Sports;Electronic Arts;1.57;0.18;0.0;0.27;2.03;86.0;19.0;7.7;41.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
180;Dark Souls;PS3;2011;Role-Playing;Namco Bandai Games;0.75;0.51;0.54;0.22;2.02;89.0;54.0;8.7;1397.0;From Software;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;M
182;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61;71.0;16.0;7.6;49.0;Electronic Arts;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
183;Kingdom Hearts 358/2 Days;DS;2009;Role-Playing;Square Enix;1.06;0.26;0.53;0.13;1.98;75.0;53.0;7.8;162.0;h.a.n.d. Inc.;E10+;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
184;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61;71.0;16.0;7.6;49.0;Electronic Arts;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
188;Burnout Paradise;PS3;2008;Racing;Electronic Arts;1.01;0.62;0.02;0.29;1.94;87.0;55.0;7.7;455.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
190;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft;1.42;0.4;0.0;0.12;1.94;63.0;18.0;8.3;22.0;Ubisoft;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
191;Destiny: The Taken King;PS4;2015;Shooter;Activision;0.78;0.79;0.04;0.31;1.93;86.0;81.0;6.0;1079.0;Bungie;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
192;Destiny;PS4;2014;Shooter;Activision;2.49;2.07;0.16;0.92;5.64;76.0;95.0;6.1;5380.0;Bungie Software, Bungie;T;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
193;Red Faction;PS2;2001;Shooter;THQ;0.76;0.96;0.0;0.2;1.92;88.0;25.0;8.0;69.0;Volition Inc.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
198;NBA Live 2002;PS2;2001;Sports;Electronic Arts;0.91;0.71;0.0;0.24;1.86;70.0;16.0;7.4;8.0;Electronic Arts;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
199;Jak 3;PS2;2004;Platform;Sony Computer Entertainment;1.33;0.49;0.0;0.03;1.85;84.0;55.0;8.6;246.0;Naughty Dog;T;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
201;LEGO Marvel Super Heroes;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.79;0.0;0.19;2.22;80.0;37.0;7.6;127.0;TT Games;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
202;Phineas and Ferb;DS;2009;Action;Disney Interactive Studios;1.32;0.37;0.0;0.15;1.84;80.0;4.0;4.5;8.0;Altron;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
205;Sonic Classic Collection;DS;2010;Platform;Sega;0.92;0.73;0.0;0.17;1.83;70.0;24.0;7.5;28.0;Creative Assembly;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
207;Mafia III;PS4;2016;Action;Take-Two Interactive;0.42;1.08;0.03;0.28;1.81;68.0;66.0;5.1;1147.0;Hangar 13;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;M
208;Sonic Advance 2;GBA;2002;Platform;Sega;0.93;0.59;0.21;0.07;1.8;83.0;23.0;8.3;46.0;Dimps Corporation;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
209;The Evil Within;PS4;2014;Action;Bethesda Softworks;0.55;0.86;0.11;0.27;1.79;75.0;65.0;7.3;1223.0;Tango Gameworks;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;M
212;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft;1.42;0.4;0.0;0.12;1.94;63.0;18.0;8.3;22.0;Ubisoft;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
213;State of Emergency;PS2;2002;Action;Take-Two Interactive;0.86;0.67;0.0;0.22;1.76;71.0;34.0;5.7;33.0;VIS Entertainment;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
215;Star Wars: Battlefront;PS2;2004;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;82.0;36.0;8.7;142.0;Pandemic Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
218;Kingdom Hearts;PS2;2002;Role-Playing;Sony Computer Entertainment;3.64;1.2;1.49;0.07;6.4;85.0;46.0;8.8;597.0;SquareSoft;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
219;Watch Dogs;PS4;2014;Action;Ubisoft;1.4;1.9;0.11;0.64;4.05;80.0;80.0;6.3;2996.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;M
220;Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
222;The Crew;PS4;2014;Racing;Ubisoft;0.35;1.08;0.03;0.26;1.72;61.0;60.0;5.4;575.0;Ubisoft Reflections, Ivory Tower;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
223;Madden NFL 2005;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30.0;7.9;78.0;EA Tiburon;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
224;Call of Duty: Modern Warfare 3;X360;2011;Shooter;Activision;9.04;4.24;0.13;1.32;14.73;88.0;81.0;3.4;8713.0;Infinity Ward, Sledgehammer Games;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
225;No Man's Sky;PS4;2016;Action;Hello Games;0.63;0.76;0.03;0.27;1.7;71.0;94.0;4.5;5096.0;Hello Games;T;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
227;Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
230;Sonic Colors;Wii;2010;Platform;Sega;0.92;0.6;0.01;0.15;1.68;78.0;58.0;8.5;301.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
231;Sid Meier's Civilization V;PC;2010;Strategy;Take-Two Interactive;0.98;0.52;0.0;0.17;1.68;90.0;70.0;7.9;2280.0;Firaxis Games;E10+;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;ET
232;Madden NFL 2001;PS;2000;Sports;Electronic Arts;1.58;0.05;0.0;0.04;1.67;90.0;14.0;6.8;4.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
233;Star Wars: Battlefront II;PS2;2005;Shooter;LucasArts;2.18;1.02;0.03;0.37;3.59;84.0;30.0;9.0;268.0;Pandemic Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
234;SpongeBob SquarePants: Battle for Bikini Bottom;PS2;2003;Platform;THQ;1.08;0.45;0.0;0.14;1.67;71.0;9.0;9.0;85.0;Heavy Iron Studios;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
235;NBA Live 2003;PS2;2002;Sports;Electronic Arts;1.25;0.15;0.03;0.22;1.66;83.0;22.0;8.3;28.0;EA Canada;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
237;Call of Duty: Black Ops;X360;2010;Shooter;Activision;9.7;3.68;0.11;1.13;14.61;87.0;89.0;6.3;1454.0;Treyarch;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
238;LEGO Marvel Super Heroes;X360;2013;Action;Warner Bros. Interactive Entertainment;1.24;0.79;0.0;0.19;2.22;80.0;37.0;7.6;127.0;TT Games;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
239;Destiny;PS4;2014;Shooter;Activision;2.49;2.07;0.16;0.92;5.64;76.0;95.0;6.1;5380.0;Bungie Software, Bungie;T;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
240;Dragon Quest IV: Chapters of the Chosen;DS;2007;Role-Playing;Square Enix;0.3;0.02;1.27;0.03;1.62;80.0;44.0;7.9;50.0;ArtePiazza;E10+;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
242;Rage;X360;2011;Shooter;Bethesda Softworks;0.82;0.6;0.03;0.15;1.6;81.0;77.0;6.7;559.0;id Software;M;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
243;Sonic Heroes;PS2;2003;Platform;Sega;1.04;1.37;0.06;0.49;2.96;64.0;29.0;7.8;94.0;Sonic Team;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
244;Kingdom Hearts 3D: Dream Drop Distance;3DS;2012;Action;Square Enix;0.88;0.26;0.34;0.1;1.58;75.0;54.0;8.2;267.0;Square Enix;E10+;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
245;Sonic Generations;PS3;2011;Platform;Sega;0.6;0.69;0.02;0.26;1.58;76.0;38.0;8.2;253.0;Sega;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
246;Spyro 2: Season of Flame;GBA;2002;Platform;Vivendi Games;0.85;0.65;0.0;0.08;1.58;76.0;18.0;7.6;13.0;Digital Eclipse;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
247;Gears of War: Judgment;X360;2013;Shooter;Microsoft Game Studios;0.92;0.5;0.03;0.12;1.57;79.0;81.0;5.4;779.0;Epic Games;M;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;M
248;Watch Dogs;PS4;2014;Action;Ubisoft;1.4;1.9;0.11;0.64;4.05;80.0;80.0;6.3;2996.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;M
249;Carnival Games: Mini Golf;Wii;2008;Sports;Take-Two Interactive;0.86;0.54;0.0;0.15;1.56;38.0;10.0;5.7;7.0;Cat Daddy Games;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
250;Wolfenstein: The New Order;PS4;2014;Shooter;Bethesda Softworks;0.47;0.8;0.03;0.24;1.55;79.0;73.0;8.1;1116.0;MachineGames;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
251;Mafia II;X360;2010;Action;Take-Two Interactive;0.85;0.55;0.0;0.15;1.55;74.0;79.0;7.8;458.0;2K Czech;M;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;M
252;Active Life: Outdoor Challenge;Wii;2008;Sports;Atari;0.78;0.43;0.19;0.14;1.54;69.0;6.0;8.1;14.0;h.a.n.d. Inc.;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
253;The Simpsons Skateboarding;PS2;2002;Sports;Electronic Arts;0.36;0.9;0.0;0.27;1.52;38.0;21.0;5.0;26.0;The Code Monkeys;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
258;The Simpsons Game;PS2;2007;Action;Electronic Arts;0.35;0.03;0.0;1.13;1.51;68.0;10.0;8.2;27.0;Electronic Arts;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
259;The Simpsons Game;PS2;2007;Action;Electronic Arts;0.35;0.03;0.0;1.13;1.51;68.0;10.0;8.2;27.0;Electronic Arts;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
